id,text,offensive_substrings,offensive_sequences
39307,"primele trei locuri sa fie steaua rapid dinamo, orice numai cfr u sa fie afara din europa, din cauza imputitului si grasului de muresan, din cauza lui , cfr ar fi mai iubita de lume macar prin prisma ca se claseaza sus in clasament, da din cauza porcului nimeni nu mai doreste ca cfr u sa prinda macar uefa. steaua za best","['imputitului', 'grasului', 'porcului']","[(101, 112), (116, 124), (246, 254)]"
34121,"FECALI ASTA LO CUMPARAT PE TUDOR , SI STEAUA O JUCAT CA VAI DE EA , NOROC CU ARBITRII.","['FECALI', 'VAI DE EA']","[(0, 6), (56, 65)]"
32985,CEL MAI MARE BLAT DE DUPA 1990 INCOACE MULTA MU3 STIAUA....OI IMPIEDICATE SI SPURCATE.!!!11MILOGILOR FARA ALEA 3 PCT CASTIGATE PE NEDREPT SUJEATI CLUJU!11MUE LA INIFNIT,"['MU3', 'OI IMPIEDICATE SI SPURCATE', 'MILOGILOR', 'SUJEATI', 'MUE']","[(45, 48), (59, 85), (91, 100), (138, 145), (154, 157)]"
23395,"din cauza asta va faceti de ris in Europa.intotdeauna va interesat capra vecinului.stii tu borcea : cainele moare de drum lung si prostul de grija altuia.si pentru ca nu trec doi ani fara ca dinamo sa ia un titlu[in ultimii 10]mai bine te duci la liga sa-l iei de p-acusi , cu toate ca anul asta eu simt ca veti fi rusinea tarii.muie borcea , muie borcea ,hei,hei.etc","['muie', 'muie']","[(329, 333), (329, 333), (343, 347), (343, 347)]"
37977,"bai nene. Nu mai suport site-ul asta de rahat, cu asemenea ziaristi. Una doua se gaseste cate un papagal, fost parnaias sau bagator de seama care sa exprime el o parere........... Si alti boi publica parerile astea. Sunt stelist, dar modul asta de a face presa sportiva ma face sa turbez. Ce ""Marca"" ce ""L`Equipe"" ia d-aci o gazeta neamuleee... 
 P.S. Acelasi aspect se regaseste si in comentariile referitoare la celelalte echipe. 
 Cu un comentariu competent nu se face primavar","['site-ul asta de rahat', 'papagal', 'parnaias', 'bagator de seama', 'boi']","[(24, 45), (97, 104), (111, 119), (124, 140), (188, 191)]"
17471,"daca se iau in continuare expirati din astia, o sa mai faca steaua performanta la pulivara.","['expirati', 'pulivara']","[(26, 34), (82, 90)]"
33132,"un badaran ,un frustrat acest lacatus.ii nu stiu a cata oara cand se manifesta in halul asta.sunt curios cum vor cataloga comisiile acest gest(nu uitati :este recidivist)","['badaran', 'frustrat', 'recidivist']","[(3, 10), (15, 23), (159, 169)]"
25005,du-te dracu ca ne-am saturat de mutra ta libidinoasa,"['dracu', 'mutra ta libidinoasa']","[(6, 11), (32, 52)]"
33132,blat penibil la ungurasi ...ce mai conteaza maine bate steaua si e campioana si ungurasii o iau in botul mizerabil,"['penibil', 'ungurasi', 'ungurasii', 'o iau in botul mizerabil']","[(5, 12), (16, 24), (80, 89), (90, 114)]"
9637,"gigi le promite ca o sa ia campionatul. 
 
 nu jucatorii promit patronului ci patronul le promite lor.
 
 
 interesant!!!!!
 
 stie el ce spune. nesimtitul naibi!",['nesimtitul naibi'],"[(152, 168)]"
44373,"rednic nu e coarda rednic e penala.asta nu are caracter , e un plingacios un lingau si un caracter de nimic.asa conducatori asa angajati.","['coarda', 'penala', 'plingacios', 'lingau', 'caracter de nimic']","[(12, 18), (28, 34), (63, 73), (77, 83), (90, 107)]"
18484,Doamne! citi stelisti imbecili scriu pe aici. Mai ta,['stelisti imbecili'],"[(13, 30)]"
8372,"Penescule esti....PE..N
  ES..CU..LI..BI.L!!! te asemeni cu Lita D-tru de la chiajna !!! Doi parveniti din fotbal,daca ma gandesc mai bine, DOI ratati IN A(.NA.)LE FOTBALULUI !!!Jigodii imputite!","['PE..N\\n\\nES..CU..LI..BI.L', 'parveniti', 'ratati', 'A(.NA.)LE', 'Jigodii imputite']","[(18, 42), (93, 102), (144, 150), (154, 163), (178, 194)]"
18484,"Dupa ce stati cu punga la gura in canale,mai aveti curajul sa criticati? Pacat de echipele la care va considerati ""FANI""",['stati cu punga la gura in canale'],"[(8, 40)]"
40338,"VA DAM CLASA ORINDE SI ORICAND(FOTBAL,RUGBY,POLO)ULTIMU EX A FOST LA HANDBAL UNDE NE-AM PISSSAT PE VOI BERBECILOR !FORZZA DINAMO!","['BERBECILOR ', 'NE-AM PISSSAT PE VOI']","[(82, 102), (103, 114)]"
13716,"bai, ""FORZA VASLUI"", se zice ""abereste"" si rimeaza cu ""vasluiul i-o be . este"" ! ai priceput ?","['""vasluiul i-o be . este""']","[(54, 78)]"
40338,NE PISHAM PE STEOAYA SI AI GALERIE SI LA TOTI STELISTI SA LE DAM LA MUYE,"['NE PISHAM', 'SA LE DAM LA MUYE']","[(0, 9), (55, 72)]"
20810,"Daca astia-s chiar asa prosti sa nu se tina pe acelasi ritm cu linia melodica....penibila cererea,pai daca al nostru e lent cum drq mai e al Germaniei?
 Este imnul care a fost cantat la fiecare cotitura din istoria noastra ,si trezeste sentimente in noi care nici un alt cantec nu o poate face. Ce cer nesimtitii astia e un sacrilegiu a istoriei noastre.Auzi tu sa ne schimbam imnul ca cer niste fotbalisti si fosti fotbalisti....ft-i tara masii.","['prosti', 'drq', 'nesimtitii', 'ft-i tara masii']","[(23, 29), (128, 131), (303, 313), (431, 446)]"
16624,pai ma nenorocitule nu mai trimiti caseta la uefa? nu vezi ma ca te ajuta arbitrii si nu uita meciurile cu gloria rapid etc,['nenorocitule'],"[(7, 19)]"
44652,"Cine o sa comenteze meciul ?
 Tot babalaul ala de Vochin ?
 Cel mai prost comentator !!!!!",['babalaul ala'],"[(35, 47)]"
14589,"grohael, treci pe la latrina si da o limba, ca e material proaspat ptr burdihanul tau...vedem la Iasi ce faceti...","['treci pe la latrina si da o limba', 'grohael']","[(0, 7), (9, 42)]"
10544,"IAR REVINE ASTA?!
 Acum unde revine tot la Bologna? :):):):)
 RADOI, ESTI TERMINAT CA FOTBALIST!
 Te-a distrus jiji!!!!!",['ESTI TERMINAT'],"[(71, 84)]"
26074,suporterii stelei sunt cei mai prosti de pe pamant...niste sclavi,"['prosti', 'sclavi']","[(31, 37), (59, 65)]"
10653,"de faza asta de ce nu vb nimeni?? tb rosu direct, acu ce mai zici muresene?????????inca odata te-a avantajat arbitraju! sa-ti fie rusine porcu dreaq!","['porcu dreaq', 'sa-ti fie rusine']","[(120, 136), (137, 148)]"
43721,"bai ""grig"" dupa ce ai vorbit in felul ala de Goian....esti un LOOSER. Ai fost un jucator submediocru esti un antrenor submediocru. Nu ai dat tu goluri in viata ta cat a jucat Goian la NATIONALA ROMANIEI (tu ai fost pe acolo??) Nu conteaza scuzele...te-ai scapat si ai zis exact ce crezi despre el...degeaba regreti acum. S-a comis.",['LOOSER'],"[(62, 68)]"
10653,de?cand famagustele sau insectele alea de prin cipru ?fac legea pe la cfr???cam va dato si va da mereu la gauaza,"['famagustele', 'insectele alea', 'va da mereu la gauaza']","[(8, 19), (24, 38), (91, 112)]"
18297,"muresan nota 10 din partea mea,cred ca piturca ori a vazut alt meci ori ii e rusine sa recunoasca ca un jucator de la cfr a fost cel mai bun,de departe cei mai slabi de pe teren au fost cocis si chivu,cocis chiar nu stiu de ce plm e convocat la nationala,iar chivu sa joace pe postul lui de fundas central ca la mijloc e varza a pierdut 90% din mingi si e prea mototol.Sincer cum incepusera in primele 25 de minute ma gandeam la 3-0 la pauza,dar kkt de piturca i-a bagat cu curul in poarta la 2-0.","['plm', 'e varza', 'mototol', 'kkt de piturca', 'i-a bagat cu curul in poarta']","[(227, 230), (319, 326), (361, 368), (446, 460), (461, 489)]"
9518,"Domnu Boc cu ocazia sarbatorilor de Pasti va doresc atata fericire cata ne-ati pricinuit noua.De nu vinzi clubul bai gunoi mic ce esti tu. Daca nu iti spune Basescu ce sa faci tu nu stii. BOC VINDE CLUBU GUNOIULE. BOC NU ARE C.OAIE,BOOCC N-ARE CO.AIE","['gunoi mic ce esti', 'GUNOIULE', 'BOC NU ARE C.OAIE', 'BOOCC N-ARE CO.AIE']","[(117, 134), (204, 212), (214, 231), (232, 250)]"
43593,"bai moldovene, daca tu ai avut noroc nu inseamna ca a si fost corect, jegosule","['moldovene', 'jegosule']","[(4, 13), (70, 78)]"
14440,"DA, DA, CU EXCEPTIA ARBITRILOR.MAI STIM NOI UN TITLU LUAT DE PORCEA CU RE'NIC!!!...",['DE PORCEA'],"[(58, 67)]"
37190,ce gluma=)) ! yo nu vad cum va ajutat Radoi ase de mult ca a fost mai mult accidentat ! MUIE BECALI,['MUIE'],"[(88, 92)]"
24753,"Gazeta e in proces cu Iancu sau l-a declarat persona non-grata de nu ii mai scrie numele? (nu ca ar fi vreo pierdere...un animal urias, prost, cu creier mic si fara sustinere)","['persona non-grata', 'animal urias, prost, cu creier mic']","[(45, 62), (122, 156)]"
13771,"(pentru ""unul"", adica un nimic)
 cine e gunoi, spurcaciune provinciala? cine e vinovat de frustrarea ta: societatea, familia? esti mai rau decat cainii vagabonzi!","['gunoi', 'spurcaciune provinciala', 'esti mai rau decat cainii vagabonzi', 'un nimic']","[(22, 30), (41, 46), (48, 71), (127, 162)]"
25261,"Pacat k nu l-a accidentat.
 Multa Muie Mirel Radoi !",['Muie'],"[(35, 39)]"
27107,"sunteti cersetori rau de tot! hipopotamul de fabiani rar a cautat sa joace mingea, mereu a vrut sa tatchineze adversarul (uneori cu mingea la picior nu reusea sa o mai atinga pt k era mai concentrat la impins adversari).Si semedo la fel, a cautat sa-l provoace si pe radoi si pe goian. Bine ca nu l-ati acuzat de blat si pe Hirschfeld..sunteti patetici...","['cersetori', 'hipopotamul de fabiani', 'patetici']","[(8, 17), (30, 52), (344, 352)]"
17811,In sfarsit... credeam ca nu mai scapam de tine javra ordinara .. ai distrus echipa cu transferurile tale ..dute invartindute,['javra ordinara'],"[(47, 61)]"
27107,prostilor asta e stire?? a ajuns si analfabetu` de ganea sa rada de voi:)) vai de capu` vostru.,"['prostilor', 'analfabetu`', 'vai de capu` vostru']","[(0, 9), (36, 47), (75, 94)]"
17811,"capsunari dracului ce aveti mai cu Fabiani si Anndone. Va tremura curu ca ia CFR campionatul o echipa din provincie cu finantator ungur?! Cata cu smenurile si aranjamentele,..in locul vostru m-as simti UMILIT !!!! KLINGONIENILOR care-l spurca pe Fabiani nu uitati ca a dat 8 goluri in tur oieri nenorociti ce sunteti,!\
  Hai CFR hai Ardealul. !","['capsunari dracului', 'Va tremura curu', 'KLINGONIENILOR', 'oieri nenorociti']","[(0, 18), (55, 70), (214, 228), (289, 305)]"
23710,Pe Tudor nu-l mai salvaeza nimeni! Jav ra stelista o are promisa de la multi! Mai bine s-ar retrage! dar tot nu scapa...,['Jav ra stelista'],"[(35, 50)]"
22567,"Florentin este peste Banel..ASA CUM AI FOST TU PESTE SAVICEVICI LA MILAN SI MERITAI SA JOCi DAR AI FACUT NUMAI TUSA..UNDE, PE BANAC, AI INVATAT IRALIANA IAR LA INTOARCERE NU MAI STIAIA LB. ROMANA.....:-)))))
 
 Lasa-ne mai expiratule, talent ratat de Raducioiu!!!","['expiratule', 'talent ratat']","[(225, 235), (237, 249)]"
26567,Dinamo trebuie sa castige impotriva spurcatilor. 3-0 si e bine pentru toata lumea.,['spurcatilor'],"[(36, 47)]"
43129,"Daca ne dorim de la echipa nationala sa reuseasca mai mult decat niste calificari norocoase la turnee finale(specialitatea lui Piti)e clar ca trebuie alt antrenor. Cu alta viziune, cu alt mod de selectie. Muresan a ajuns sa joace aseara din gresala, nu pentru ca Piti a vazut cat de bine joaca jucatorul CFR-ului in CL, ci pentru ca a lipsit Radoi.
 Si in loc sa aprecieze jocul lui, nu gaseste altceva decat sa spuna ca a avut greseli de plasament. Eu nu-l mai suport pe barbugiul acesta trisor !",['barbugiul'],"[(473, 482)]"
25777,Adica sa sugeti powulla la caini jagardele spurcate...,"['sa sugeti powulla', 'jagardele spurcate']","[(6, 23), (33, 51)]"
43617,s-a tampit si Base!! Pacat!! trebuia sa primeasca si becali o distinctie ceva...pt moralitate excesiva..),"['s-a tampit', 'Base']","[(0, 10), (14, 18)]"
17748,"Pentru toti fanii Universitatii Cluj, sunteti niste jigodii umane, oameni ratati fara scoala, fara viitor. Voi paduchii socetatii mai vorbiti de unguri? ati vazut exemplu de comportament. Luati lectii. Rusine mare, sa dea domnu sa bata jandarmii la voi sa se auda pana la Parlamentu European.","['jigodii umane', 'oameni ratati', 'paduchii socetatii', 'sa bata jandarmii la voi']","[(52, 65), (67, 80), (111, 129), (228, 252)]"
43617,"Mirciulica lasa guritza mai mica si aratatzi fatza flamanda, arata respect ca Rapid a aratat vointza si valoare peste catzelusi tai. Hai pa si pusy...ne revedem in retur!","['aratatzi fatza flamanda', 'catzelusi tai', 'pusy', 'lasa guritza mai mica']","[(11, 32), (36, 59), (118, 131), (143, 147)]"
13508,"unde sinteti ""rosi-albastrii""? nu va e rusine cu ce echipa sustineti, faceti puncte numai cu arbitrii. hoti, borfasi, oieri. steaua: cancerul fotbalului romanesc.","['hoti', 'borfasi', 'oieri', 'cancerul fotbalului']","[(103, 107), (109, 116), (118, 123), (133, 152)]"
16555,"Adriano tu te contrazici rau de tot.cum poti sa fii stelist de mic copil si sezonul asta sa tii cu cfr??? pe asta n-o mai inteleg .ori esti stelist de mic copil ori tii cu cfr-ul .ca te-ai saturat de becalia, de butoane si de atitudinea unor jucatori e ok dar ca sa zici ca sezonul asta tii cu cfr ........",['becalia'],"[(200, 207)]"
43549,saracia asta umana de raducioiu intai sa invete limba romana si apoi sa si de-a cu parerea despre cum au jucat baietii ..,['saracia asta umana'],"[(0, 18)]"
15874,"vorbesti de iasi? daca ai sa ajungi vreodata acolo ai sa spui ca e frumos la oras!
 muuuuuuuuuuuuuuuuuuuie",['muuuuuuuuuuuuuuuuuuuie'],"[(85, 107)]"
42831,"asta din imagine asta, ii un pishat ce-si da talente un oltan imputit...:)) da-l dreaq","['un pishat', 'oltan imputit', 'dreaq']","[(26, 35), (56, 69), (81, 86)]"
44661,ce poveste inventata de jurnalisti infometati de senzatie .. marsh si jurnalistilor si javrelor care strika tot ce e mai bun ..,"['marsh', 'javrelor']","[(61, 66), (87, 95)]"
15178,"Probabil toti cei anti CFR spun ca glolul e de rahat, suporterii CFR-ului spun ca a fost vreun cine stie ce super gol. Haideti fratilor sa fim seriosi, din pozitia aia tre sa fii tampit sa ratezi, ar fi fost ratarea anului daca rata de acolo, prin urmare oricum ar fi dat-o era got. De laudat e eventual faptul ca i-a venit ideea sa o dea asa, dar la scorul ala, nu e nimic iesit din comun. Goluri foarte spectaculoase sunt cele din suturi de la distanta sau din super actiuni pline de dribling-uri.","['de rahat', 'tampit']","[(44, 52), (179, 185)]"
44661,FRATILOR ACUM ZICETII SI ANALFABETULUI DE TRICA CA ATAT CAT S-A JUCAT IN PRIMA REPRIZA S-A JUCAT SI IN A2A NU CUM ZICEA EL CA DIN MIN 60 STELISTII AU STAT NUMAI PE JOS,['ANALFABETULUI'],"[(25, 38)]"
35430,"argaseala eu sunt un stelist dar tu esti un tampit la fel ca ala de iti e sef si ca majoritatea conducatorilor de club de la noi,problema la noi in romania este exact conducerea = incompetenti, lipsiti de educatie si de cea mai mica urma de civilizatie atunci cand o sa avem conducatori atunci o sa avem si fotbal pana atunci circ, si noroi si violenta","['tampit', 'incompetenti', 'lipsiti de educatie si de cea mai mica urma de civilizatie']","[(44, 50), (180, 192), (194, 252)]"
21681,Al naibii oltean :))) locul 2 nu e pentru noi.. zici ca cine stie ce mare traditie de campioana are cfr :))),"['Al naibii', 'oltean']","[(0, 9), (10, 16)]"
10266,"Tu esti prost ? ii plateste celui pe care l-a lovit 200 de milioane de lei si are deja dosar penal. Ce vrei mai mult, si-a primit pedeapsa pe deplin pentru ce a facut... poate primea inchisoare cu executare daca reporterul sau cameramanul avea nevoie de spitalizare mai multe zile dupa incident",['prost'],"[(8, 13)]"
19243,"ba umflatule, in loc sa apari toata ziua la televizor si sa spui cat de dezavantajati sunteti voi, mai bine ti-ai vedea de echipa ta ca nu joaca nimic. dak o ti tot asa sa zici merci dak mai prinzi si locu 2.....asa k ciocu mic","['umflatule', 'ciocu mic']","[(3, 12), (218, 227)]"
24845,"ce sut bomba mah????
 ala e sut bomba???
 tu esti o petarda/bomba!!!",['esti o petarda/bomba'],"[(47, 67)]"
33815,...intotdeauna ne multumim cu putin...apropo noi facem mereu FIGURI FRUMOASE...felicitari generatiei de cacao care nu reuseste sa inscrie...Piti esti cel mai tare =autobaza te asteapta,['generatiei de cacao'],"[(90, 109)]"
14767,"Imi doresc ca tu sa o iei in GURITA la Timisoara si sa ajungi in sfarsit la inchisoare pentru ca acolo e locul tau, frustratule primitiv ce esti!!!!!!!!!!!!!!!!!!!","['sa o iei in GURITA', 'frustratule primitiv']","[(17, 35), (116, 136)]"
27347,"Astia ne sfideaza si isi bat joc de noi pe fata, suntem penibili daca acceptam mizeriile lor, ale jegurilor fara caracter care si-ar vinde mamele pentru bani","['penibili', 'jegurilor fara caracter']","[(56, 64), (98, 121)]"
14767,"Hai dati-va-n spume de frustrati, toti aveti onoare si mandrie cand e vorba sa bateti Steaua, in rest, mandrie zero in alte meciuri, zero barat in Europa (cand va fi, peste 10 ani)","['dati-va-n spume', 'frustrati']","[(4, 19), (23, 32)]"
14393,"Cum se mai lupta la ora asta Nemuritoru si viteazul JIJI ... sa incerce sa ne minta de parca ar vb cu oameni prosti . Ma JIJI ii fi tu prost dar DNA-ul e mai destept ca tine . Si rahati astia de oa 0TV mint alaturi de cercopitec . 
 Abia apuc sa il vad si pe JiJI maine la DNA .","['prost', 'rahati astia', 'cercopitec']","[(135, 140), (179, 191), (218, 228)]"
26770,"bah arabolu da stiu ca esti prost de puti (a brinza). pai sfatu ala ti se aplica si tie, oaie. vezi-ti tu de turma ta, micati briza si pofta buna la supt laptic de berbecal. steaoaia, cancerul fotbalului romanesc.","['arabolu', 'esti prost de puti', 'oaie', 'pofta buna la supt laptic de berbecal', 'steaoaia', 'cancerul fotbalului romanesc']","[(4, 11), (23, 41), (89, 93), (135, 172), (174, 182), (184, 212)]"
34473,"doua pase precise in 90 de minute? poate pentru ca dan petrescu ""respecta foarte mult stoaia"" si negociaza cu beeeerbecali postul de antrenor la stana pentru sezonul viitor.
 fi-mi-ar scarba de voi, putorilor!","['stoaia', 'beeeerbecali', 'fi-mi-ar scarba de voi', 'putorilor']","[(86, 92), (110, 122), (176, 198), (200, 209)]"
9095,"oameni buni nu plecati de la upc ptr acesti barzauni....nu se merita cei de la upc sunt profesionisti...astia sunt ca niste coropisnite aparute peste noapte/....or sa dea faliment cat de curand o sa veniti...daca va cumpara si upc-ul bine daca nu, nu voi renunta la ei pentru nenorocitii astia..asta este santaj pe fata ce vor ei sa faca ....sa bombardam CNA cu mesaje sa vedem daca vor face aia ceva...","['barzauni', 'coropisnite', 'nenorocitii astia']","[(44, 52), (124, 135), (276, 293)]"
15168,:))ASTIA SUNT DINAMOVISTII!DUPA CE CA SUNT PUTINI MAI SUNT SI DROGATI:))FORTZA POLI,['DROGATI'],"[(62, 69)]"
35555,"ba sunteti muisti e golul de 3-0
 daca era 0-0
  nu dadea el asa la vrajala la doi zero din 5 metriorice junior da asa daca il pui
 AUZI MA DACA EXISTA GOL MAI FRUMOS.. HA HA HA 
 BA BAIETI MAI UITATIVA SI LA FOTBAL SAU SI MAI BINE AR FI DACA ATI MAI JUCA DIN CAND IN CAND CATE UN MECI DE FOTBAL poate asa reusiti sa vedeti si voi ce inseamna sa joci fotbal",['muisti'],"[(11, 17)]"
